state,county_name,totalvotes,dem_percent,rep_percent,other_percent
Alabama,Winston,33852.0,0.08631690889755406,0.9034916696207019,0.010191421481744062
Alaska,District 1,36570.0,0.4753896636587367,0.48003828274541976,0.04457205359584358
Alaska,District 10,56025.0,0.2433734939759036,0.7211958946898706,0.03543061133422579
Alaska,District 11,53140.0,0.29450508091832894,0.6676703048550997,0.037824614226571324
Alaska,District 12,56190.0,0.2631251112297562,0.702349172450614,0.03452571631962983
Alaska,District 13,38565.0,0.3456502009594192,0.6031375599636977,0.05121223907688319
Alaska,District 14,57215.0,0.37236738617495413,0.586734248011885,0.040898365813160885
Alaska,District 15,27795.0,0.4716675661090124,0.48048210109731965,0.047850332793667925
Alaska,District 16,40590.0,0.5264843557526484,0.43311160384331115,0.0404040404040404
Alaska,District 17,36195.0,0.5713496339273381,0.3881751623152369,0.040475203757425054
Alaska,District 18,38600.0,0.6063471502590674,0.35751295336787564,0.03613989637305699
Alaska,District 19,26505.0,0.5881909073759668,0.3725712129786833,0.039237879645349936
Alaska,District 2,30680.0,0.3428943937418514,0.598761408083442,0.05834419817470665
Alaska,District 20,37485.0,0.6510604241696679,0.31786047752434304,0.03107909830598906
Alaska,District 21,47145.0,0.5741860218474918,0.3913458479160038,0.0344681302365044
Alaska,District 22,47600.0,0.4782563025210084,0.49201680672268905,0.029726890756302523
Alaska,District 23,38695.0,0.4923116681741827,0.4722832407287763,0.03540509109704096
Alaska,District 24,52140.0,0.45416187188339086,0.5157268891446106,0.030111238971998466
Alaska,District 25,46625.0,0.4932975871313673,0.4726005361930295,0.034101876675603215
Alaska,District 26,50555.0,0.45079616259519334,0.5185441598259322,0.030659677578874493
Alaska,District 27,47530.0,0.5095729013254786,0.4548706080370292,0.03555649063749211
Alaska,District 28,63745.0,0.4913326535414542,0.48333202604125813,0.02533532041728763
Alaska,District 29,53735.0,0.27775193077137805,0.6945194007630037,0.027728668465618313
Alaska,District 3,41925.0,0.22695289206917113,0.7246273106738224,0.04841979725700656
Alaska,District 30,50880.0,0.2592374213836478,0.7055817610062893,0.03518081761006289
Alaska,District 31,62050.0,0.40588235294117647,0.5617244157937148,0.032393231265108784
Alaska,District 32,41675.0,0.4206358728254349,0.5326934613077384,0.04667066586682663
Alaska,District 33,54775.0,0.687813783660429,0.2792332268370607,0.03295298950251027
Alaska,District 34,53645.0,0.5371423245409638,0.42343182030012116,0.03942585515891509
Alaska,District 35,50510.0,0.49604038804197187,0.4720847356959018,0.03187487626212631
Alaska,District 36,46460.0,0.40852346104175635,0.550365906155833,0.041110632802410674
Alaska,District 37,25710.0,0.4978607545702061,0.45857642940490084,0.043562816024893036
Alaska,District 38,26495.0,0.6042649556520098,0.32779769767880734,0.06793734666918287
Alaska,District 39,29455.0,0.6077066711933458,0.3291461551519267,0.06314717365472755
Alaska,District 4,52555.0,0.5085148891637332,0.4461992198649034,0.04528589097136333
Alaska,District 40,23015.0,0.5035846187269172,0.43319574190745164,0.0632196393656311
Alaska,District 5,43270.0,0.4857869193436561,0.4711116246822279,0.043101455974116014
Alaska,District 6,47300.0,0.34587737843551797,0.6099365750528541,0.04418604651162791
Alaska,District 7,48110.0,0.23020162128455623,0.7303055497817501,0.03949282893369362
